date,city,latitude,longitude,deviceCategory,goal3Completions,goal5Completions,sessions
2019-08-16,Inverness,57.4778,-4.2247,desktop,1,0,4
2019-07-10,Croydon,51.3762,-0.0982,desktop,1,0,2
2019-03-17,Glasgow,55.8642,-4.2518,desktop,1,0,10
2019-06-25,Edinburgh,55.9533,-3.1883,mobile,1,0,44
2019-02-07,Edinburgh,55.9533,-3.1883,mobile,0,2,70
2019-04-17,Stirling,56.1165,-3.9369,desktop,1,0,1
2019-09-02,Edinburgh,55.9533,-3.1883,mobile,0,2,62
2019-05-01,Glasgow,55.8642,-4.2518,mobile,1,0,71
2019-02-27,Norwich,52.6309,1.2974,desktop,0,1,1
2019-05-30,London,51.5074,-0.1278,desktop,1,0,25
2019-03-19,(not set),0.0000,0.0000,desktop,1,1,10
2019-06-06,Edinburgh,55.9533,-3.1883,desktop,0,1,66
2019-05-24,Glasgow,55.8642,-4.2518,desktop,1,0,42
2019-08-20,Coatbridge,55.8622,-4.0193,mobile,1,0,1
2019-03-21,Bristol,51.4545,-2.5879,mobile,0,1,1
2019-02-20,Edinburgh,55.9533,-3.1883,mobile,0,4,30
2019-02-17,London,51.5074,-0.1278,mobile,0,1,28
2019-08-26,Livingston,55.9007,-3.5181,desktop,0,1,3
2019-06-18,Edinburgh,55.9533,-3.1883,mobile,0,1,64
2019-06-28,Edinburgh,55.9533,-3.1883,desktop,0,1,34
2019-08-26,Glasgow,55.8642,-4.2518,desktop,1,0,36
2019-05-19,Riga,56.9496,24.1052,desktop,1,0,1
2019-01-30,Aberdeen,57.1497,-2.0943,desktop,0,1,2
2019-06-19,Edinburgh,55.9533,-3.1883,tablet,0,1,2
2019-02-07,London,51.5074,-0.1278,mobile,0,1,41
2019-08-13,(not set),0.0000,0.0000,desktop,0,2,23
2019-07-22,Leeds,53.8008,-1.5491,desktop,0,1,6
2019-02-02,Glasgow,55.8642,-4.2518,mobile,2,0,30
2019-05-02,Dumbarton,55.9453,-4.5646,mobile,1,0,1
2019-08-01,Edinburgh,55.9533,-3.1883,mobile,0,2,61
2019-02-15,Dunfermline,56.0717,-3.4522,mobile,0,1,6
2019-07-10,Glasgow,55.8642,-4.2518,mobile,0,1,53
2019-01-29,Falkirk,56.0019,-3.7839,desktop,0,1,2
2019-08-28,Glasgow,55.8642,-4.2518,mobile,1,0,26
2019-02-16,Edinburgh,55.9533,-3.1883,desktop,0,1,14
2019-08-13,Glasgow,55.8642,-4.2518,desktop,1,0,45
2019-07-03,(not set),0.0000,0.0000,desktop,0,1,21
2019-02-22,Glasgow,55.8642,-4.2518,mobile,0,1,39
2019-07-13,Edinburgh,55.9533,-3.1883,desktop,0,1,21
2019-09-04,Glasgow,55.8642,-4.2518,desktop,1,0,53
2019-07-09,Edinburgh,55.9533,-3.1883,desktop,1,1,66
2019-04-04,London,51.5074,-0.1278,mobile,0,1,36
2019-06-16,London,51.5074,-0.1278,mobile,0,1,23
2019-06-26,Glasgow,55.8642,-4.2518,desktop,1,0,33
2019-07-13,Glasgow,55.8642,-4.2518,mobile,1,1,48
2019-04-08,Glasgow,55.8642,-4.2518,mobile,1,0,25
2019-02-22,Livingston,55.9007,-3.5181,desktop,0,1,6
2019-07-01,Dunfermline,56.0717,-3.4522,mobile,0,1,2
2019-08-16,Glasgow,55.8642,-4.2518,tablet,1,0,3
2019-03-05,Cumbernauld,55.9457,-3.9925,mobile,1,0,7
2019-07-20,Aberdeen,57.1497,-2.0943,desktop,0,1,3
2019-07-28,Glasgow,55.8642,-4.2518,mobile,0,1,19
2019-02-23,London,51.5074,-0.1278,desktop,0,1,9
2019-06-19,Marlow,51.5719,-0.7769,desktop,1,0,1
2019-01-30,Irvine,55.6116,-4.6696,desktop,1,0,2
2019-05-21,Edinburgh,55.9533,-3.1883,desktop,1,0,58
2019-01-29,Glasgow,55.8642,-4.2518,mobile,1,0,59
2019-02-14,Dunfermline,56.0717,-3.4522,desktop,0,1,5
2019-08-29,London,51.5074,-0.1278,mobile,1,0,39
2019-07-13,Edinburgh,55.9533,-3.1883,desktop,0,1,21
2019-09-02,(not set),0.0000,0.0000,mobile,1,0,12
2019-05-27,Glasgow,55.8642,-4.2518,mobile,1,0,41
2019-06-01,Glasgow,55.8642,-4.2518,mobile,1,0,29
2019-07-16,Glasgow,55.8642,-4.2518,mobile,1,1,57
2019-07-10,Dunfermline,56.0717,-3.4522,desktop,0,1,4
2019-08-27,Budapest,47.4979,19.0402,mobile,0,1,3
2019-08-08,London,51.5074,-0.1278,mobile,1,0,45
2019-02-27,Norwich,52.6309,1.2974,desktop,0,1,1
2019-07-22,Hamilton,55.7776,-4.0537,mobile,1,0,5
2019-05-01,Glasgow,55.8642,-4.2518,desktop,1,0,58
2019-07-21,Edinburgh,55.9533,-3.1883,mobile,0,2,21
2019-04-06,Glasgow,55.8642,-4.2518,desktop,1,1,16
2019-08-12,Warsaw,52.2297,21.0122,desktop,0,1,1
2019-05-28,(not set),0.0000,0.0000,mobile,1,0,15
2019-04-15,Edinburgh,55.9533,-3.1883,mobile,0,1,23
2019-07-09,Edinburgh,55.9533,-3.1883,desktop,1,1,66
2019-02-05,Glasgow,55.8642,-4.2518,mobile,1,0,50
2019-06-15,Glasgow,55.8642,-4.2518,mobile,0,1,48
2019-08-11,Dunfermline,56.0717,-3.4522,mobile,0,1,4
2019-06-17,Edinburgh,55.9533,-3.1883,desktop,0,2,64
2019-03-11,London,51.5074,-0.1278,desktop,0,1,36
2019-05-28,Edinburgh,55.9533,-3.1883,mobile,1,0,20
2019-04-30,Kilmarnock,55.6147,-4.4988,desktop,1,0,1
2019-08-05,Edinburgh,55.9533,-3.1883,desktop,0,1,37
2019-04-28,Livingston,55.9007,-3.5181,desktop,0,1,2
2019-07-19,Glasgow,55.8642,-4.2518,desktop,1,0,26
2019-08-20,Dunfermline,56.0717,-3.4522,mobile,0,1,5
2019-02-09,(not set),0.0000,0.0000,desktop,0,1,6
2019-04-01,Kirkcaldy,56.1168,-3.1581,mobile,0,1,1
2019-06-03,(not set),0.0000,0.0000,mobile,1,0,13
2019-09-04,Glasgow,55.8642,-4.2518,mobile,3,0,40
2019-07-23,Livingston,55.9007,-3.5181,desktop,0,1,6
2019-04-27,Glasgow,55.8642,-4.2518,mobile,1,0,39
2019-06-06,Glasgow,55.8642,-4.2518,desktop,0,1,70
2019-01-28,London,51.5074,-0.1278,desktop,0,1,17
2019-07-19,Glasgow,55.8642,-4.2518,desktop,1,0,26
2019-04-15,Edinburgh,55.9533,-3.1883,mobile,0,1,23
2019-03-03,Exeter,50.7184,-3.5339,desktop,0,1,4
2019-08-31,(not set),0.0000,0.0000,mobile,1,0,9
2019-09-05,Newark-on-Trent,53.0700,-0.8066,desktop,0,2,3
2019-06-26,Glasgow,55.8642,-4.2518,desktop,1,0,33
2019-02-22,Livingston,55.9007,-3.5181,desktop,0,1,6
2019-07-02,(not set),0.0000,0.0000,desktop,1,0,21
2019-03-12,Kirkcaldy,56.1168,-3.1581,mobile,0,1,2
2019-09-02,Edinburgh,55.9533,-3.1883,desktop,1,3,72
2019-01-30,Edinburgh,55.9533,-3.1883,desktop,0,2,74
2019-07-20,Aberdeen,57.1497,-2.0943,desktop,0,1,3
2019-04-16,Motherwell,55.7832,-3.9811,mobile,1,0,1
2019-06-24,Edinburgh,55.9533,-3.1883,desktop,0,1,87
2019-08-28,East Kilbride,55.7644,-4.1770,mobile,1,0,2
2019-08-04,Glasgow,55.8642,-4.2518,mobile,2,0,41
2019-02-16,Glasgow,55.8642,-4.2518,mobile,1,0,33
2019-05-19,Riga,56.9496,24.1052,desktop,1,0,1
2019-03-29,London,51.5074,-0.1278,desktop,0,1,37
2019-02-07,London,51.5074,-0.1278,mobile,0,1,41
2019-09-01,Glasgow,55.8642,-4.2518,mobile,1,0,21
2019-08-28,Glasgow,55.8642,-4.2518,desktop,1,0,33
2019-05-01,Edinburgh,55.9533,-3.1883,desktop,0,2,52
2019-08-20,Glasgow,55.8642,-4.2518,desktop,2,1,39
2019-07-09,London,51.5074,-0.1278,mobile,0,1,26
2019-04-18,Edinburgh,55.9533,-3.1883,desktop,0,1,44
2019-03-12,Edinburgh,55.9533,-3.1883,mobile,0,1,29
2019-08-10,Coatbridge,55.8622,-4.0193,tablet,1,0,2
2019-08-29,Cumbernauld,55.9457,-3.9925,desktop,0,1,2
2019-04-17,Stirling,56.1165,-3.9369,desktop,1,0,1
2019-05-07,Edinburgh,55.9533,-3.1883,desktop,0,1,53
2019-05-14,Glasgow,55.8642,-4.2518,desktop,2,0,43
2019-02-12,Alexandria,55.9887,-4.5789,mobile,1,0,5
2019-03-11,London,51.5074,-0.1278,desktop,0,1,36
2019-07-04,(not set),0.0000,0.0000,mobile,1,0,23
2019-02-05,Glasgow,55.8642,-4.2518,mobile,1,0,50
2019-09-02,Ayr,55.4586,-4.6292,mobile,1,0,2
2019-04-04,(not set),0.0000,0.0000,mobile,0,1,7
2019-08-13,Plymouth,50.3755,-4.1427,mobile,1,0,3
2019-04-30,Kilmarnock,55.6147,-4.4988,desktop,1,0,1
2019-09-06,Edinburgh,55.9533,-3.1883,desktop,0,2,47
2019-05-01,Glasgow,55.8642,-4.2518,desktop,1,0,58
2019-08-16,Glasgow,55.8642,-4.2518,desktop,1,0,34
2019-07-23,Kilmarnock,55.6147,-4.4988,desktop,1,0,2
2019-04-25,Edinburgh,55.9533,-3.1883,mobile,1,0,41
2019-04-25,Edinburgh,55.9533,-3.1883,mobile,1,0,41
2019-04-04,Kirkintilloch,55.9392,-4.1562,desktop,1,0,1
2019-08-31,Glasgow,55.8642,-4.2518,mobile,2,0,26
2019-04-19,Solihull,52.4118,-1.7776,desktop,0,1,1
2019-08-11,Edinburgh,55.9533,-3.1883,tablet,0,1,7
2019-04-16,Edinburgh,55.9533,-3.1883,desktop,1,0,47
2019-08-24,Edinburgh,55.9533,-3.1883,mobile,0,1,34
2019-05-04,Glasgow,55.8642,-4.2518,mobile,0,1,46
2019-08-12,Warsaw,52.2297,21.0122,desktop,0,1,1
2019-04-07,Northampton,52.2405,-0.9027,desktop,1,0,1
2019-05-31,Glasgow,55.8642,-4.2518,mobile,1,0,25
2019-08-19,Glasgow,55.8642,-4.2518,desktop,0,1,41
2019-09-06,Edinburgh,55.9533,-3.1883,desktop,0,2,47
2019-06-26,Glasgow,55.8642,-4.2518,desktop,1,0,33
2019-03-20,Glasgow,55.8642,-4.2518,desktop,2,0,36
2019-06-18,Glasgow,55.8642,-4.2518,mobile,1,0,65
2019-05-02,London,51.5074,-0.1278,desktop,1,0,22
2019-06-27,Hamilton,55.7776,-4.0537,desktop,1,0,7
2019-05-22,Glasgow,55.8642,-4.2518,mobile,1,0,43
2019-09-04,Glasgow,55.8642,-4.2518,mobile,3,0,40
2019-04-12,Edinburgh,55.9533,-3.1883,mobile,0,1,27
2019-04-09,London,51.5074,-0.1278,mobile,0,1,26
2019-08-26,Livingston,55.9007,-3.5181,desktop,0,1,3
2019-02-25,(not set),0.0000,0.0000,mobile,1,0,4
2019-05-28,(not set),0.0000,0.0000,mobile,1,0,15
2019-08-02,Edinburgh,55.9533,-3.1883,desktop,0,1,43
2019-08-12,Livingston,55.9007,-3.5181,desktop,0,1,1
2019-05-06,Glasgow,55.8642,-4.2518,desktop,1,0,25
2019-06-30,Edinburgh,55.9533,-3.1883,mobile,1,0,27
2019-04-15,London,51.5074,-0.1278,desktop,1,0,23
2019-09-08,Alloa,56.1141,-3.7919,mobile,1,0,2
2019-02-28,Stoke Poges,51.5504,-0.5849,desktop,0,1,1
2019-02-22,Dundee,56.4620,-2.9707,desktop,0,1,1
2019-03-03,Exeter,50.7184,-3.5339,desktop,0,1,4
2019-05-06,Ayr,55.4586,-4.6292,desktop,1,0,1
2019-04-14,Livingston,55.9007,-3.5181,mobile,0,1,7
2019-02-18,Leeds,53.8008,-1.5491,mobile,0,1,2
2019-03-27,London,51.5074,-0.1278,desktop,0,1,35
2019-08-13,London,51.5074,-0.1278,mobile,0,1,48
2019-06-29,Motherwell,55.7832,-3.9811,desktop,1,0,1
2019-08-26,Glasgow,55.8642,-4.2518,mobile,0,1,42
2019-08-25,London,51.5074,-0.1278,mobile,1,0,22
2019-04-14,Edinburgh,55.9533,-3.1883,mobile,0,2,22
2019-03-01,Falkirk,56.0019,-3.7839,mobile,0,1,3
2019-03-31,Edinburgh,55.9533,-3.1883,desktop,0,1,19
2019-07-01,Alloa,56.1141,-3.7919,mobile,1,0,3
2019-04-27,Edinburgh,55.9533,-3.1883,desktop,0,1,14
2019-03-16,Edinburgh,55.9533,-3.1883,mobile,0,1,24
2019-03-19,Edinburgh,55.9533,-3.1883,desktop,0,1,62
2019-02-01,Livingston,55.9007,-3.5181,desktop,0,1,1
2019-04-24,Glasgow,55.8642,-4.2518,desktop,1,0,61
2019-08-17,Edinburgh,55.9533,-3.1883,mobile,0,1,39
2019-05-08,Edinburgh,55.9533,-3.1883,mobile,0,1,35
2019-08-02,Edinburgh,55.9533,-3.1883,desktop,0,1,43
2019-07-08,London,51.5074,-0.1278,desktop,1,0,37
2019-01-30,Irvine,55.6116,-4.6696,desktop,1,0,2
2019-08-26,Glasgow,55.8642,-4.2518,desktop,1,0,36
2019-08-25,London,51.5074,-0.1278,mobile,1,0,22
2019-08-19,Cumbernauld,55.9457,-3.9925,desktop,1,0,3
2019-04-17,Sheffield,53.3811,-1.4701,desktop,0,1,1
2019-02-23,Roman,46.9334,26.9265,mobile,0,1,2
2019-08-04,Edinburgh,55.9533,-3.1883,desktop,0,1,18
2019-03-01,Falkirk,56.0019,-3.7839,mobile,0,1,3
2019-07-11,Coatbridge,55.8622,-4.0193,desktop,1,0,4
2019-07-27,Edinburgh,55.9533,-3.1883,mobile,0,1,11
2019-08-25,Edinburgh,55.9533,-3.1883,desktop,0,1,17
2019-02-27,London,51.5074,-0.1278,desktop,0,1,33
2019-08-12,Livingston,55.9007,-3.5181,desktop,0,1,1
2019-05-30,Glasgow,55.8642,-4.2518,desktop,2,0,38
2019-04-29,Glasgow,55.8642,-4.2518,desktop,1,0,47
2019-02-26,Newcastle upon Tyne,54.9783,-1.6178,mobile,0,1,2
2019-06-10,Edinburgh,55.9533,-3.1883,desktop,0,1,45
2019-02-13,London,51.5074,-0.1278,desktop,1,0,29
2019-08-02,Edinburgh,55.9533,-3.1883,mobile,1,1,53
2019-05-09,Glasgow,55.8642,-4.2518,desktop,1,0,54
2019-04-08,London,51.5074,-0.1278,desktop,2,0,41
2019-04-06,Edinburgh,55.9533,-3.1883,mobile,0,1,31
2019-07-10,Glasgow,55.8642,-4.2518,mobile,0,1,53
2019-02-14,Glasgow,55.8642,-4.2518,desktop,1,0,37
2019-03-01,London,51.5074,-0.1278,mobile,1,0,48
2019-04-15,Glasgow,55.8642,-4.2518,desktop,1,0,54
2019-05-01,Glasgow,55.8642,-4.2518,desktop,1,0,58
2019-05-01,Glasgow,55.8642,-4.2518,mobile,1,0,71
2019-07-02,Motherwell,55.7832,-3.9811,mobile,1,0,2
2019-08-13,Plymouth,50.3755,-4.1427,mobile,1,0,3
2019-09-02,Edinburgh,55.9533,-3.1883,desktop,1,3,72
2019-02-27,Edinburgh,55.9533,-3.1883,desktop,0,2,69
2019-04-06,London,51.5074,-0.1278,mobile,1,0,23
2019-08-10,Coatbridge,55.8622,-4.0193,tablet,1,0,2
2019-02-19,Edinburgh,55.9533,-3.1883,desktop,0,2,37
2019-02-15,Durham,54.7752,-1.5849,tablet,0,1,1
2019-07-24,Edinburgh,55.9533,-3.1883,mobile,0,1,35
2019-08-15,Livingston,55.9007,-3.5181,mobile,1,0,1
2019-06-25,Edinburgh,55.9533,-3.1883,mobile,1,0,44
2019-07-15,Edinburgh,55.9533,-3.1883,desktop,0,2,71
2019-08-28,Glasgow,55.8642,-4.2518,desktop,1,0,33
2019-06-21,Glasgow,55.8642,-4.2518,mobile,2,0,74
2019-04-10,Falkirk,56.0019,-3.7839,desktop,1,0,6
2019-02-21,Livingston,55.9007,-3.5181,desktop,0,1,6
2019-08-20,Edinburgh,55.9533,-3.1883,desktop,0,1,57
2019-08-31,London,51.5074,-0.1278,mobile,1,0,29
2019-07-22,Hamilton,55.7776,-4.0537,mobile,1,0,5
2019-07-22,Motherwell,55.7832,-3.9811,desktop,0,1,2
2019-09-02,London,51.5074,-0.1278,mobile,1,1,40
2019-05-16,Kilmarnock,55.6147,-4.4988,tablet,1,0,1
2019-05-28,(not set),0.0000,0.0000,mobile,1,0,15
2019-08-21,Falkirk,56.0019,-3.7839,desktop,0,1,2
2019-03-21,Glasgow,55.8642,-4.2518,mobile,1,0,23
2019-02-22,Glasgow,55.8642,-4.2518,mobile,0,1,39
2019-08-02,(not set),0.0000,0.0000,desktop,0,1,19
2019-02-07,Edinburgh,55.9533,-3.1883,mobile,0,2,70
2019-02-25,Edinburgh,55.9533,-3.1883,desktop,0,3,68
2019-04-14,Livingston,55.9007,-3.5181,mobile,0,1,7
2019-09-01,Edinburgh,55.9533,-3.1883,mobile,1,0,39
2019-06-16,Edinburgh,55.9533,-3.1883,desktop,0,1,24
2019-09-02,Thame,51.7470,-0.9742,desktop,1,0,1
2019-05-21,Edinburgh,55.9533,-3.1883,desktop,1,0,58
2019-06-06,Glasgow,55.8642,-4.2518,desktop,0,1,70
2019-04-16,Edinburgh,55.9533,-3.1883,desktop,1,0,47
2019-06-21,East Kilbride,55.7644,-4.1770,desktop,1,0,2
2019-05-21,Edinburgh,55.9533,-3.1883,desktop,1,0,58
2019-07-01,Alloa,56.1141,-3.7919,mobile,1,0,3
2019-06-02,Cumbernauld,55.9457,-3.9925,mobile,1,0,3
2019-02-04,London,51.5074,-0.1278,mobile,0,1,36
2019-09-02,Bo'ness,56.0130,-3.6035,desktop,1,0,1
2019-03-04,Edinburgh,55.9533,-3.1883,mobile,0,2,39
2019-07-08,Glenrothes,56.2008,-3.1599,mobile,0,1,1
2019-07-15,Forfar,56.6436,-2.8891,desktop,0,1,1
2019-04-27,Edinburgh,55.9533,-3.1883,desktop,0,1,14
2019-04-28,Glasgow,55.8642,-4.2518,desktop,1,0,14
2019-06-22,Edinburgh,55.9533,-3.1883,desktop,1,0,26
2019-04-06,Glasgow,55.8642,-4.2518,desktop,1,1,16
2019-04-29,Glasgow,55.8642,-4.2518,desktop,1,0,47
2019-09-02,Stirling,56.1165,-3.9369,desktop,1,0,4
2019-09-02,Ayr,55.4586,-4.6292,mobile,1,0,2
2019-09-04,London,51.5074,-0.1278,mobile,1,0,51
2019-08-19,Edinburgh,55.9533,-3.1883,mobile,2,2,49
2019-07-15,Forfar,56.6436,-2.8891,desktop,0,1,1
2019-05-22,Glasgow,55.8642,-4.2518,mobile,1,0,43
2019-08-09,(not set),0.0000,0.0000,mobile,0,1,18
2019-07-29,Aberdeen,57.1497,-2.0943,desktop,1,0,2
2019-03-24,Edinburgh,55.9533,-3.1883,mobile,0,1,21
2019-08-27,Dundee,56.4620,-2.9707,desktop,0,1,6
2019-03-25,Dundee,56.4620,-2.9707,desktop,0,1,6
2019-01-29,(not set),0.0000,0.0000,mobile,1,1,9
2019-04-23,Glasgow,55.8642,-4.2518,mobile,1,0,42
2019-06-17,Edinburgh,55.9533,-3.1883,desktop,0,2,64
2019-08-14,Edinburgh,55.9533,-3.1883,desktop,0,1,58
2019-02-19,Edinburgh,55.9533,-3.1883,desktop,0,2,37
2019-08-08,Cumbernauld,55.9457,-3.9925,desktop,2,0,3
2019-02-22,Edinburgh,55.9533,-3.1883,desktop,0,1,39
2019-08-04,Edinburgh,55.9533,-3.1883,mobile,1,1,43
2019-02-17,London,51.5074,-0.1278,mobile,0,1,28
2019-08-14,Edinburgh,55.9533,-3.1883,mobile,0,1,64
2019-08-02,Edinburgh,55.9533,-3.1883,mobile,1,1,53
2019-06-25,Edinburgh,55.9533,-3.1883,mobile,1,0,44
2019-02-02,Dunfermline,56.0717,-3.4522,tablet,0,1,1
2019-08-28,Edinburgh,55.9533,-3.1883,desktop,0,2,69
2019-04-25,Glasgow,55.8642,-4.2518,mobile,1,0,40
2019-09-04,Dundee,56.4620,-2.9707,desktop,0,1,6
2019-03-21,Bristol,51.4545,-2.5879,mobile,0,1,1
2019-05-28,(not set),0.0000,0.0000,mobile,1,0,15
2019-03-20,Glasgow,55.8642,-4.2518,desktop,2,0,36
2019-02-01,Edinburgh,55.9533,-3.1883,mobile,0,1,68
2019-08-05,Glasgow,55.8642,-4.2518,desktop,1,0,37
2019-09-02,Edinburgh,55.9533,-3.1883,mobile,0,2,62
2019-08-13,(not set),0.0000,0.0000,mobile,0,1,13
2019-07-27,London,51.5074,-0.1278,mobile,0,1,16
2019-02-17,London,51.5074,-0.1278,mobile,0,1,28
2019-08-31,London,51.5074,-0.1278,desktop,1,0,4
2019-04-01,Kirkcaldy,56.1168,-3.1581,mobile,0,1,1
2019-08-06,London,51.5074,-0.1278,desktop,0,1,28
2019-09-01,Wantage,51.5889,-1.4265,mobile,0,1,2
2019-08-12,Livingston,55.9007,-3.5181,desktop,0,1,1
2019-02-27,Glasgow,55.8642,-4.2518,mobile,1,0,43
2019-02-27,Edinburgh,55.9533,-3.1883,desktop,0,2,69
2019-05-03,Inveraray,56.2318,-5.0754,mobile,1,0,1
2019-05-07,Edinburgh,55.9533,-3.1883,desktop,0,1,53
2019-01-31,London,51.5074,-0.1278,mobile,1,0,33
2019-06-27,Hamilton,55.7776,-4.0537,desktop,1,0,7
2019-08-09,Edinburgh,55.9533,-3.1883,desktop,0,1,42
2019-03-14,Motherwell,55.7832,-3.9811,desktop,1,0,2
2019-04-29,Edinburgh,55.9533,-3.1883,desktop,0,1,57
2019-05-19,East Kilbride,55.7644,-4.1770,mobile,1,0,9
2019-06-18,London,51.5074,-0.1278,desktop,0,1,24
2019-05-27,Rutherglen,55.8290,-4.2243,desktop,1,0,1
2019-06-18,Derby,52.9225,-1.4746,mobile,0,1,2
2019-08-07,Edinburgh,55.9533,-3.1883,mobile,0,1,57
2019-06-18,Edinburgh,55.9533,-3.1883,mobile,0,1,64
2019-07-08,Glenrothes,56.2008,-3.1599,mobile,0,1,1
2019-03-05,Edinburgh,55.9533,-3.1883,mobile,0,2,34
2019-08-31,London,51.5074,-0.1278,desktop,1,0,4
2019-08-31,(not set),0.0000,0.0000,mobile,1,0,9
2019-05-16,Kilmarnock,55.6147,-4.4988,tablet,1,0,1
2019-08-09,(not set),0.0000,0.0000,mobile,0,1,18
2019-08-14,London,51.5074,-0.1278,desktop,1,0,22
2019-09-02,London,51.5074,-0.1278,desktop,1,0,35
2019-08-27,Dundee,56.4620,-2.9707,desktop,0,1,6
2019-01-28,London,51.5074,-0.1278,desktop,0,1,17
2019-08-27,Budapest,47.4979,19.0402,mobile,0,1,3
2019-05-17,Kilmarnock,55.6147,-4.4988,tablet,1,0,1
2019-08-01,(not set),0.0000,0.0000,desktop,1,1,21
2019-06-27,Birmingham,52.4862,-1.8904,desktop,1,0,2
2019-07-16,Glasgow,55.8642,-4.2518,mobile,1,1,57
2019-02-20,Edinburgh,55.9533,-3.1883,desktop,0,1,78
2019-03-29,London,51.5074,-0.1278,desktop,0,1,37
2019-08-13,Edinburgh,55.9533,-3.1883,desktop,0,2,69
2019-05-03,Inveraray,56.2318,-5.0754,mobile,1,0,1
2019-08-20,Coatbridge,55.8622,-4.0193,mobile,1,0,1
2019-02-28,Stirling,56.1165,-3.9369,mobile,0,1,1
2019-02-25,Dundee,56.4620,-2.9707,desktop,0,1,3
2019-03-23,Edinburgh,55.9533,-3.1883,mobile,0,1,25
2019-08-29,North Berwick,56.0584,-2.7196,desktop,0,1,1
2019-08-21,London,51.5074,-0.1278,desktop,1,0,29
2019-08-23,Nottingham,52.9548,-1.1581,desktop,1,0,3
2019-08-20,Edinburgh,55.9533,-3.1883,desktop,0,1,57
2019-02-22,Edinburgh,55.9533,-3.1883,desktop,0,1,39
2019-02-27,London,51.5074,-0.1278,desktop,0,1,33
2019-08-02,Musselburgh,55.9419,-3.0539,desktop,0,1,3
2019-08-28,London,51.5074,-0.1278,tablet,0,1,2
2019-05-27,Rutherglen,55.8290,-4.2243,desktop,1,0,1
2019-07-17,(not set),0.0000,0.0000,mobile,0,1,24
2019-06-19,Marlow,51.5719,-0.7769,desktop,1,0,1
2019-05-24,Glasgow,55.8642,-4.2518,desktop,1,0,42
2019-05-01,Edinburgh,55.9533,-3.1883,desktop,0,2,52
2019-06-29,Edinburgh,55.9533,-3.1883,desktop,0,1,21
2019-06-21,Glasgow,55.8642,-4.2518,mobile,2,0,74
2019-07-20,Aberdeen,57.1497,-2.0943,desktop,0,1,3
2019-05-24,Glasgow,55.8642,-4.2518,desktop,1,0,42
2019-03-04,Milton Keynes,52.0406,-0.7594,desktop,0,1,2
2019-02-07,London,51.5074,-0.1278,desktop,0,1,25
2019-08-17,Glasgow,55.8642,-4.2518,mobile,1,1,34
2019-01-28,London,51.5074,-0.1278,desktop,0,1,17
2019-09-06,Edinburgh,55.9533,-3.1883,desktop,0,2,47
2019-08-25,Edinburgh,55.9533,-3.1883,desktop,0,1,17
2019-04-23,Edinburgh,55.9533,-3.1883,mobile,0,1,53
2019-08-19,Cumbernauld,55.9457,-3.9925,desktop,1,0,3
2019-03-25,Dundee,56.4620,-2.9707,desktop,0,1,6
2019-02-25,(not set),0.0000,0.0000,mobile,1,0,4
2019-07-11,Edinburgh,55.9533,-3.1883,mobile,0,1,29
2019-05-16,Kilmarnock,55.6147,-4.4988,tablet,1,0,1
2019-02-28,Stirling,56.1165,-3.9369,mobile,0,1,1
2019-07-24,Paisley,55.8473,-4.4401,mobile,1,0,1
2019-04-03,Edinburgh,55.9533,-3.1883,tablet,0,1,8
2019-01-30,Aberdeen,57.1497,-2.0943,desktop,0,1,2
2019-07-23,Livingston,55.9007,-3.5181,desktop,0,1,6
2019-05-04,Glasgow,55.8642,-4.2518,mobile,0,1,46
2019-09-01,Glasgow,55.8642,-4.2518,mobile,1,0,21
2019-09-03,Glasgow,55.8642,-4.2518,desktop,3,0,48
2019-08-13,(not set),0.0000,0.0000,mobile,0,1,13
2019-08-07,Edinburgh,55.9533,-3.1883,desktop,0,2,66
2019-07-10,Dunfermline,56.0717,-3.4522,desktop,0,1,4
2019-05-02,London,51.5074,-0.1278,desktop,1,0,22
2019-07-01,Livingston,55.9007,-3.5181,desktop,0,1,6
2019-06-24,Edinburgh,55.9533,-3.1883,mobile,0,1,53
2019-05-09,Edinburgh,55.9533,-3.1883,desktop,0,2,87
2019-03-20,Rutherglen,55.8290,-4.2243,mobile,1,0,2
2019-03-27,London,51.5074,-0.1278,desktop,0,1,35
2019-08-16,Inverness,57.4778,-4.2247,desktop,1,0,4
2019-08-30,Edinburgh,55.9533,-3.1883,mobile,0,1,51
2019-05-07,Glasgow,55.8642,-4.2518,desktop,0,1,65
2019-05-22,Glasgow,55.8642,-4.2518,mobile,1,0,43
2019-05-05,Dundee,56.4620,-2.9707,desktop,1,0,1
2019-08-06,London,51.5074,-0.1278,mobile,1,0,24
2019-08-02,Edinburgh,55.9533,-3.1883,desktop,0,1,43
2019-04-16,Motherwell,55.7832,-3.9811,mobile,1,0,1
2019-08-14,Edinburgh,55.9533,-3.1883,mobile,0,1,64
2019-03-04,Glasgow,55.8642,-4.2518,mobile,1,0,27
2019-05-28,Glasgow,55.8642,-4.2518,mobile,2,0,39
2019-04-29,London,51.5074,-0.1278,mobile,0,1,41
2019-08-12,Huddersfield,53.6458,-1.7850,mobile,0,1,1
2019-02-28,Stirling,56.1165,-3.9369,mobile,0,1,1
2019-08-31,Edinburgh,55.9533,-3.1883,mobile,0,2,32
2019-05-07,London,51.5074,-0.1278,mobile,0,1,47
2019-08-18,Edinburgh,55.9533,-3.1883,mobile,0,3,42
